tic,conm,fyear,sale,cogs,ni,at,sich
BEPC,BROOKFIELD RENEWABLE CORP,2023,3967.0,1554.0,-181.0,49421.0,4911
HPK,HIGHPEAK ENERGY INC,2023,1111.293,229.791,215.866,3080.791,1311
GRNT,GRANITE RIDGE RESOURCES INC,2023,394.069,114.724,81.099,927.104,1311
SPRU,SPRUCE POWER HOLDG CORP,2023,79.859,14.013,-65.831,895.021,4911
MNTK,MONTAUK RENEWABLES INC,2023,174.904,93.925,14.948,350.238,1311
EONR,EON RESOURCES INC,2023,27.214,12.49,-4.03,100.726,1311
VGAS,VERDE CLEAN FUELS INC,2023,0.0,0.0,-2.744,31.926,2911
ANNA,ALEANNA INC,2023,0.0,0.0,-5.161,33.693,1311
CRGY,CRESCENT ENERGY CO,2023,2382.602,1227.934,67.61,6803.335,1311
CEG,CONSTELLATION ENE CORP,2023,24918.0,22099.0,1623.0,50758.0,4911
TPET,TRIO PETROLEUM CORP,2023,0.0,0.0,-6.544,11.643,1311
TXO,TXO ENERGY PARTNERS LP,2023,380.718,443.529,-103.987,695.613,1311
BKV,BKV CORP,2023,978.023,484.552,116.918,2683.146,1311
VTS,VITESSE ENERGY INC,2023,233.905,93.372,-19.744,765.97,1311
MNR,MACH NATURAL RESOURCES LP,2023,762.309,237.895,346.558,2304.515,1311
VG,VENTURE GLOBAL INC,2023,7897.0,2075.0,2681.0,28463.0,1311
INR,INFINITY NATURAL RSOURCS INC,2023,161.73,50.354,86.672,688.509,1311
SKYQ,SKY QUARRY INC,2023,50.732,47.834,-4.436,28.176,2911
E,ENI SPA,2023,104774.582,87939.067,5273.603,157628.882,2911
ENGCQ,ENGLOBAL CORP,2023,39.036,38.802,-15.153,18.787,1311
EPM,EVOLUTION PETROLEUM CORP,2023,128.514,59.545,35.217,128.317,1311
ELPC,COPEL-CIA PARANAENSE ENERGIA,2023,4426.843,3443.98,444.772,11504.116,4911
EDPFY,EDP SA,2023,17909.146,13555.102,1052.673,62669.406,4911
DTE1,DETROIT EDISON CO,2023,5804.0,3277.0,772.0,32185.0,4911
AMEN,AMEN PROPERTIES INC,2023,3.683,1.477,2.047,6.365,1311
UNS1,TUCSON ELECTRIC POWER CO,2023,1875.448,1268.696,258.654,6973.634,4911
SSLZY,SANTOS LTD,2023,6034.0,1866.0,1416.0,29756.0,1311
WDS,WOODSIDE ENERGY GROUP LTD,2023,13994.0,6561.0,1660.0,55361.0,1311
RWEOY,RWE AKTIENGESELLSCHAFT,2023,32259.505,25562.217,1602.751,117712.65,4911
SSEZY,SSE PLC,2023,13207.444,9132.374,2160.362,35705.263,4911
FECCF,FRONTERA ENERGY CORP,2023,1148.603,653.205,193.497,3016.28,1311
CWVLF,CROWN POINT ENERGY INC,2023,21.995,15.372,-8.128,67.786,1311
MRNFF,MEREN ENERGY INC,2023,0.0,62.2,87.1,966.2,1311
XLEFF,XXL ENERGY CORP,2023,2.493,0.859,-3.728,5.725,1311
SNUYF,SERINUS ENERGY PLC,2023,15.821,15.764,-13.022,78.574,1311
CNNEQ,CANACOL ENERGY LTD,2023,315.803,49.413,86.237,1233.428,1311
NKRSF,NIKO RESOURCES LTD,2023,0.0,0.0,3.857,0.736,1311
FE1,OHIO EDISON CO,2023,1849.0,1413.0,193.0,4141.0,4911
FOLGF,FALCON OIL & GAS LTD,2023,0.0,0.0,-3.337,61.537,1311
STMGF,STAMPER OIL & GAS CORP,2023,0.0,0.0,-0.318,0.528,1311
EAS2,NEW YORK ST ELEC & GAS CORP,2023,2196.936,1707.887,212.235,8728.722,4911
EPD,ENTERPRISE PRODCT PARTNRS LP,2023,49715.0,40945.0,5532.0,70982.0,1311
POM4,DELMARVA POWER & LIGHT CO,2023,1688.0,1176.0,177.0,5966.0,4911
NST1,NSTAR ELECTRIC CO,2023,3515.539,2420.312,544.528,16271.513,4911
OGE1,OKLAHOMA GAS & ELECTRIC CO,2023,2674.3,1516.1,426.4,12642.6,4911
AEE1,UNION ELECTRIC CO,2023,3859.0,2439.0,548.0,20606.0,4911
CGXEF,CGX ENERGY INC,2023,0.0,0.0,-3.194,84.881,1311
CNX,CNX RESOURCES CORP,2023,3432.006,756.523,1720.716,8626.657,1311
GNOLF,GENOIL INC,2023,0.0,0.0,-4.326,0.241,1311
9840B,OLD DOMINION ELECTRIC COOP,2023,1082.391,941.644,12.553,2232.35,4911
PTCCY,PETROCHINA COMPANY LIMITED,2023,424644.016,344383.514,22726.474,388178.65,2911
NRG,NRG ENERGY INC,2023,28823.0,27193.0,-202.0,26038.0,4911
SPOWF,STRATA PWR CORP,2023,0.199,0.0,-0.026,0.206,1311
BEP,BROOKFIELD RENEWABLE PRTS LP,2023,5038.0,2138.0,-50.0,76128.0,4911
NOG,NORTHERN OIL & GAS INC,2023,2166.259,511.572,922.969,4484.255,1311
CUPUF,CARIBBEAN UTILITIES COMPANY,2023,287.225,206.795,38.66,777.807,4911
CEG1,BALTIMORE GAS & ELECTRIC CO,2023,4027.0,2591.0,485.0,14184.0,4911
PGN2,DUKE ENERGY PROGRESS INC,2023,6488.0,3775.0,998.0,36924.0,4911
CNL1,CLECO POWER LLC,2023,1257.145,844.536,137.149,5429.542,4911
IDA1,IDAHO POWER CO,2023,1762.894,1254.174,256.81,8323.531,4911
SRP2,NEVADA POWER CO,2023,3088.0,2310.0,260.0,10727.0,4911
PPL2,PPL ELECTRIC UTILITIES CORP,2023,3008.0,1740.0,519.0,14294.0,4911
EAS3,CENTRAL MAINE POWER CO,2023,1127.381,761.027,168.604,5919.274,4911
AGIG,ABUNDIA GLOBAL IMPACT GRP IN,2023,0.794,1.009,-3.211,10.379,1311
LODE,COMSTOCK INC,2023,1.274,18.326,9.162,106.466,2911
POM3,POTOMAC ELECTRIC POWER CO,2023,2824.0,1936.0,306.0,11194.0,4911
CNP6,CENTERPOINT ENRG HOUSTON ELE,2023,3677.0,1935.0,593.0,17086.0,4911
TXU3,ONCOR ELECTRIC DELIVERY CO,2023,5586.0,2993.0,864.0,36194.0,4911
GXP1,KANSAS CITY POWER & LIGHT CO,2023,1889.0,947.8,332.0,9656.5,4911
SO6,SOUTHERN POWER CO,2023,2189.0,1346.0,357.0,12761.0,4911
VST,VISTRA CORP,2023,14779.0,10664.0,1493.0,32966.0,4911
WTI,W&T OFFSHORE INC,2023,532.656,283.926,15.598,1114.005,1311
ORA,ORMAT TECHNOLOGIES INC,2023,829.424,430.644,124.399,5208.279,4911
ZNOG,ZION OIL & GAS INC,2023,0.0,0.0,-7.957,25.181,1311
GTE,GRAN TIERRA ENERGY INC,2023,636.957,201.41,-6.287,1326.289,1311
CTARF,CENTAURUS ENERGY INC,2023,0.0,0.0,0.638,15.631,1311
ASRE,ASTRA ENERGY INC,2023,0.0,0.0,-10.431,7.567,4911
CLMT,CALUMET INC,2023,4181.0,3532.3,48.1,2751.3,2911
DK,DELEK US HOLDINGS INC,2023,16917.4,15977.7,19.8,7171.8,2911
FANG,DIAMONDBACK ENERGY INC,2023,8412.0,1923.0,3143.0,29001.0,1311
PSX,PHILLIPS 66,2023,147399.0,134947.0,7015.0,75501.0,2911
TPNEF,HEMLO MINING CORP,2023,0.0,0.0,-0.301,0.284,1311
BATL,BATTALION OIL CORP,2023,220.762,127.531,-3.048,485.338,1311
REI,RING ENERGY INC,2023,361.056,96.05,104.865,1376.496,1311
SD,SANDRIDGE ENERGY INC,2023,148.641,52.732,60.857,574.166,1311
CVI,CVR ENERGY INC,2023,9247.0,7683.0,769.0,4707.0,2911
EPSN,EPSILON ENERGY LTD,2023,30.73,8.865,6.945,124.043,1311
BIP,BROOKFIELD INFRS PTRS LP,2023,17931.0,11144.0,432.0,100784.0,4911
ETR8,ENTERGY TEXAS INC,2023,2028.586,1320.595,291.273,8056.572,4911
NMEX,NORTHERN MINERALS & EXPL LTD,2023,0.0,0.0,0.023,0.007,1311
KGEI,KOLIBRI GLOBAL ENERGY INC,2023,50.599,6.685,19.28,224.357,1311
DUK5,DUKE ENERGY CAROLINAS LLC,2023,8288.0,4662.0,1470.0,52110.0,4911
MMEX,MMEX RESOURCES CORP,2023,0.0,0.0,-2.465,1.045,2911
SOUTF,SOUTHERN ENERGY CORP,2023,15.576,46.494,-46.817,67.305,1311
PARXF,PAREX RESOURCES INC,2023,1169.849,370.064,459.309,2415.327,1311
CHRD,CHORD ENERGY CORP,2023,3896.641,1871.948,1023.779,6926.15,1311
VLERF,VALEURA ENERGY INC,2023,426.793,182.17,245.026,704.314,1311
VOC,VOC ENERGY TRUST,2023,16.46,0.0,15.215,13.373,1311
KOS,KOSMOS ENERGY LTD,2023,1701.608,612.375,213.52,4938.134,1311
MPC,MARATHON PETROLEUM CORP,2023,148379.0,129447.0,9681.0,85987.0,2911
CIVI,CIVITAS RESOURCES INC,2023,3479.24,920.985,784.288,14097.319,1311
MTDR,MATADOR RESOURCES CO,2023,2806.785,766.459,846.074,7726.996,1311
VTLE,VITAL ENGY INC,2023,1547.604,415.235,695.078,5149.581,1311
HPMCF,AFRICA ENERGY CORP,2023,0.0,0.0,-119.776,138.833,1311
AMPY,AMPLIFY ENERGY CORP,2023,289.696,181.743,392.75,737.674,1311
PBF,PBF ENERGY INC,2023,38324.8,35694.0,2140.5,14387.8,2911
ECAOF,ECO ATLANTIC OIL & GAS LTD,2023,0.0,0.0,-21.138,31.264,1311
AXIA,AXIA ENERGIA SA,2023,7658.321,4526.639,937.692,55039.648,4911
ENLAY,ENEL SPA,2023,105632.33,83360.728,3800.178,215789.945,4911
NGG,NATIONAL GRID,2023,25070.55,15538.689,2892.27,124184.475,4911
PAM,PAMPA ENERGIA SA,2023,1732.0,1009.0,302.0,4722.0,4911
EQNR,EQUINOR ASA,2023,106848.0,59359.0,11885.0,143580.0,2911
ENGIY,ENGIE SA,2023,91262.84,73231.341,2440.603,215144.423,4911
PBR,PETROLEO BRASILEIRO SA- PETR,2023,102409.0,41226.0,24884.0,217067.0,2911
GPRK,GEOPARK LTD,2023,756.625,232.325,111.068,1016.549,1311
TETHF,TETHYS PETROLEUM LTD,2023,36.479,7.896,9.736,85.331,1311
EC,ECOPETROL SA,2023,36962.964,19307.168,5436.634,72315.621,2911
DEC,DIVERSIFIED ENERGY CO,2023,868.263,482.178,758.018,3474.022,1311
ITEEF,I3 ENERGY PLC,2023,188.984,90.883,19.294,403.277,1311
VIST,VISTA ENERGY SAB DE CV,2023,1168.774,301.095,396.955,2598.003,1311
CSTPF,ARROW EXPLORATION CORP,2023,44.67,20.382,-1.107,62.275,1311
RNW,RENEW ENERGY GLOBAL PLC,2023,976.018,277.794,40.856,10489.265,4911
TBN,TAMBORAN RESOURCES CORP,2023,0.0,0.0,-32.033,182.853,1311
PNW,PINNACLE WEST CAPITAL CORP,2024,5124.915,3217.506,608.806,26102.76,4911
SO1,ALABAMA POWER CO,2024,7554.0,4098.0,1403.0,36538.0,4911
HES,HESS CORP,2024,12896.0,4947.0,2769.0,26551.0,1311
AEP,AMERICAN ELECTRIC POWER CO,2024,19721.3,11754.3,2967.1,103078.0,4911
APA,APA CORP,2024,9727.0,4568.0,804.0,19390.0,1311
AEP1,APPALACHIAN POWER,2024,4032.6,2710.4,421.7,16665.9,4911
PNW1,ARIZONA PUBLIC SERVICE CO,2024,5124.915,3210.896,641.925,25988.235,4911
ETR1,ENTERGY ARKANSAS,2024,2460.181,1296.367,324.766,15073.983,4911
BRN,BARNWELL INDUSTRIES,2024,21.636,16.317,-5.565,30.669,1311
BP,BP PLC,2024,189185.0,142273.0,381.0,282228.0,2911
DUK8,PROGRESS ENERGY INC,2024,13633.0,7841.0,2171.0,71636.0,4911
CVX,CHEVRON CORP,2024,193414.0,150680.0,17661.0,256938.0,2911
NU1,CONNECTICUT LIGHT & POWER CO,2024,4614.977,3347.967,512.598,16839.845,4911
AES5,DPL INC,2024,876.5,690.2,13.8,3417.4,4911
D,DOMINION ENERGY INC,2024,14459.0,8768.0,2124.0,102415.0,4911
EQT,EQT CORP,2024,5273.309,2116.244,230.577,39830.255,1311
XOM,EXXON MOBIL CORP,2024,339247.0,265351.0,33680.0,453475.0,2911
NEE,NEXTERA ENERGY INC,2024,24753.0,11812.0,6946.0,190144.0,4911
FPL1,FLORIDA POWER & LIGHT CO,2024,17019.0,7700.0,4543.0,98141.0,4911
DUK9,DUKE ENERGY FLORIDA INC,2024,6595.0,3841.0,1061.0,28569.0,4911
SO2,GEORGIA POWER,2024,11331.0,6016.0,2543.0,61255.0,4911
HE1,HAWAIIAN ELECTRIC CO,2024,3206.7,2683.498,-1224.367,7613.604,4911
HE,HAWAIIAN ELECTRIC INDS,2024,3219.85,2699.324,-1424.119,8931.416,4911
DINO,HF SINCLAIR CORP,2024,28580.0,26988.0,177.0,16643.0,2911
4300A,HYDRO QUEBEC,2024,11198.504,5539.83,1850.78,69297.562,4911
IDA,IDACORP INC,2024,1826.633,1275.384,289.174,9239.363,4911
AEP2,INDIANA MICHIGAN POWER CO,2024,2572.0,1678.3,391.4,13535.5,4911
AES4,IPALCO ENTERPRISES INC,2024,1643.793,1009.988,133.523,7139.025,4911
GPU3,JERSEY CENTRAL POWER & LIGHT,2024,2315.0,1697.0,248.0,9927.0,4911
PNRG,PRIMEENERGY RESOURCES CORP,2024,233.894,68.965,55.404,324.622,1311
AEP4,KENTUCKY POWER,2024,695.785,484.25,36.862,3316.256,4911
RRC,RANGE RESOURCES CORP,2024,2403.624,1435.416,266.34,7347.675,1311
ETR2,ENTERGY LOUISIANA LLC,2024,5144.018,3160.517,887.645,30348.55,4911
MXC,MEXCO ENERGY CORP,2024,7.358,1.605,1.712,20.348,1311
ETR6,SYSTEM ENERGY RESOURCES INC,2024,585.049,298.352,103.5,4642.474,4911
ETR,ENTERGY CORP,2024,11879.653,6916.315,1073.909,64790.032,4911
ETR4,ENTERGY MISSISSSIPPI,2024,1764.593,1062.164,255.958,6988.97,4911
SO4,MISSISSIPPI POWER CO,2024,1463.0,974.0,199.0,5494.0,4911
AYE1,MONONGAHELA POWER,2024,1722.0,1186.0,217.0,5685.0,4911
MUR,MURPHY OIL CORP,2024,3016.891,1253.005,407.171,9667.479,1311
OXY,OCCIDENTAL PETROLEUM CORP,2024,26725.0,10843.0,3056.0,85445.0,1311
FE,FIRSTENERGY CORP,2024,13472.0,9747.0,978.0,52044.0,4911
AEP5,OHIO POWER,2024,3827.8,2923.9,305.6,11698.7,4911
OTTR,OTTER TAIL CORP,2024,1330.548,843.177,301.662,3652.082,4911
MEC2,PACIFICORP,2024,6600.0,4573.0,539.0,35004.0,4911
PPL,PPL CORP,2024,8468.0,4987.0,888.0,41069.0,4911
EXC,EXELON CORP,2024,23028.0,15055.0,2460.0,107784.0,4911
COP,CONOCOPHILLIPS,2024,54745.0,30850.0,9245.0,122780.0,1311
NU4,PUBLIC SERVICE CO/N H,2024,1294.493,808.646,214.883,6641.941,4911
TXNM,TXNM ENERGY INC,2024,1971.199,1129.634,242.682,11211.733,4911
AEP12,PUBLIC SERVICE CO OF OKLA,2024,1846.4,1339.5,249.3,7910.3,4911
EIX,EDISON INTERNATIONAL,2024,17599.0,11094.0,1546.0,85579.0,4911
SO,SOUTHERN CO,2024,26724.0,14922.0,4401.0,145180.0,4911
AEP13,SOUTHWESTERN ELECTRIC PWR CO,2024,2036.3,1412.8,321.2,11495.0,4911
NCE2,SOUTHWESTERN PUBLIC SVC CO,2024,1939.0,1023.0,394.0,10801.0,4911
PNM2,TEXAS NEW MEXICO POWER CO,2024,592.111,285.296,103.528,3649.125,4911
FE3,TOLEDO EDISON CO,2024,464.0,357.0,32.0,1485.0,4911
USEG,US ENERGY CORP,2024,20.619,24.559,-25.784,49.667,1311
D1,VIRGINIA ELECTRIC & POWER CO,2024,10235.0,5673.0,1910.0,68387.0,4911
OVV,OVINTIV INC,2024,9152.0,4899.0,1125.0,19254.0,1311
ALTX,ALTEX INDUSTRIES INC,2024,0.023,0.003,0.437,2.726,1311
SHEL,SHELL PLC,2024,284312.0,211499.0,16094.0,387609.0,2911
POR,PORTLAND GENERAL ELECTRIC CO,2024,3440.0,2432.0,313.0,12544.0,4911
CX2,CLEVELAND ELECTRIC ILLUM,2024,1052.0,821.0,35.0,4586.0,4911
JECFF,JURA ENERGY CORP,2024,3.859,1.538,-2.291,22.327,1311
BRY,BERRY CORP,2024,776.501,386.278,19.251,1517.686,1311
PED,PEDEVCO CORP,2024,39.553,12.449,12.293,128.349,1311
SMC,SUMMIT MIDSTREAM CORP,2024,429.619,215.964,-122.159,2359.484,1311
AEP10,AEP GENERATING CO,2024,221.334,146.126,11.33,467.158,4911
ATE1,ATLANTIC CITY ELECTRIC CO,2024,1628.0,1075.0,155.0,5349.0,4911
EIX1,SOUTHERN CALIFORNIA EDISON,2024,17547.0,10835.0,1794.0,85345.0,4911
DVN,DEVON ENERGY CORP,2024,15940.0,7975.0,2891.0,30489.0,1311
VLO,VALERO ENERGY CORP,2024,123974.0,117314.0,2770.0,60143.0,2911
REPYY,REPSOL SA,2024,60186.863,55170.772,1818.009,65417.262,2911
CIN3,DUKE ENERGY INDIANA INC,2024,3040.0,1685.0,441.0,15727.0,4911
EOG,EOG RESOURCES INC,2024,23582.0,4838.0,6403.0,47186.0,1311
HGKGY,POWER ASSETS HOLDINGS LTD,2024,0.0,58.834,787.756,12111.411,4911
TALO,TALOS ENERGY INC,2024,1973.568,567.418,-76.393,6191.795,1311
AR,ANTERO RESOURCES CORP,2024,4325.596,3274.2,57.226,13010.05,1311
HNRG,HALLADOR ENERGY CO,2024,398.975,523.909,-226.138,369.12,4911
ALVOF,ALVOPETRO ENERGY LTD,2024,44.207,5.396,16.295,101.023,1311
PHX,PHX MINERALS INC,2024,34.571,7.499,2.322,163.916,1311
FECOF,FEC RESOURCES INC,2024,0.0,0.0,-0.244,8.582,1311
CTRA,COTERRA ENERGY INC,2024,5458.0,1905.0,1121.0,21625.0,1311
PTVRF,PETRO-VICTORY ENERGY CORP,2024,1.065,1.408,-7.352,12.851,1311
CRC,CALIFORNIA RESOURCES CORP,2024,3198.0,1672.0,376.0,7135.0,1311
HESM,HESS MIDSTREAM LP,2024,1495.5,347.3,223.1,4151.0,1311
PARR,PAR PACIFIC HOLDINGS INC,2024,7974.457,7720.299,-33.322,3829.371,2911
RSRV,RESERVE PETROLEUM CO,2024,15.996,5.014,2.029,36.38,1311
BSM,BLACK STONE MINERALS LP,2024,433.699,59.282,271.326,1218.906,1311
SPND,SPINDLETOP OIL & GAS CO,2024,4.255,2.628,-0.629,27.574,1311
TTE,TOTALENERGIES SE,2024,195610.0,158523.0,15758.0,285487.0,2911
PPL5,KENTUCKY UTILITIES CO,2024,1964.0,994.0,356.0,10073.0,4911
SM,SM ENERGY CO,2024,2690.259,652.752,770.293,8576.647,1311
EP,EMPIRE PETROLEUM CORP,2024,43.65,31.315,-16.198,123.868,1311
GPOR,GULFPORT ENERGY CORP,2024,958.131,824.3,-261.386,2865.697,1311
PR,PERMIAN RESOURCES CORP,2024,5000.734,1246.505,984.701,16897.9,1311
NRIS,NORRIS INDUSTRIES INC,2024,0.329,0.503,-0.562,0.36,1311
EGY,VAALCO ENERGY INC,2024,478.988,163.5,58.49,954.95,1311
EXE,EXPAND ENERGY CORP,2024,4221.0,2758.0,-714.0,27894.0,1311
SHASF,SHAMARAN PETROLEUM CORP,2024,109.392,25.539,82.216,494.686,1311
YPF,YACIMIENTOS PETE FISCALES SA,2024,19293.0,11408.0,2348.0,29391.0,2911
ROYL,ROYALE ENERGY INC,2024,2.227,2.384,-2.159,15.64,1311
LNG,CHENIERE ENERGY INC,2024,15703.0,7885.0,3252.0,43858.0,1311
KRP,KIMBELL ROYALTY PARTNERS LP,2024,309.307,137.19,12.324,1119.915,1311
PBEGF,TOUCHSTONE EXPLORATION INC,2024,43.657,12.63,8.272,152.273,1311
TGS,TRANSPORTADORA DE GAS DEL SU,2024,1183.064,553.084,359.025,3292.455,1311
KEP,KEPCO-KOREA ELEC POWER CORP,2024,62668.079,48089.178,2363.6,167069.133,4911
GASXF,NG ENERGY INTERNATIONAL CORP,2024,31.807,15.141,-53.699,113.469,1311
IPCFF,INTERNATIONAL PETROLEUM,2024,797.783,448.218,102.202,1953.682,1311
MGY,MAGNOLIA OIL & GAS CORP,2024,1315.886,292.575,366.027,2820.835,1311
UCM1,COMMONWEALTH EDISON CO,2024,8219.0,5068.0,1066.0,44750.0,4911
PTALF,PETROTAL CORP,2024,333.993,59.668,111.45,810.467,1311
CRK,COMSTOCK RESOURCES INC,2024,1253.58,588.238,-229.651,6382.097,1311
STR,SITIO ROYALTIES CORP,2024,624.414,46.383,40.946,4743.72,1311
REPX,RILEY EXPL PERMIAN INC,2024,410.181,112.571,88.897,993.501,1311
SLNG,STABILIS SOLUTIONS INC,2024,73.293,52.069,4.599,85.584,1311
INDO,INDONESIA ENERGY CORP LTD,2024,2.668,2.765,-6.344,21.915,1311
BEPC,BROOKFIELD RENEWABLE CORP,2024,4142.0,1873.0,236.0,44129.0,4911
HPK,HIGHPEAK ENERGY INC,2024,1069.414,204.622,95.069,3063.288,1311
GRNT,GRANITE RIDGE RESOURCES INC,2024,380.03,119.837,18.759,1036.479,1311
SPRU,SPRUCE POWER HOLDG CORP,2024,82.107,16.597,-70.489,898.479,4911
MNTK,MONTAUK RENEWABLES INC,2024,175.736,101.077,9.734,349.015,1311
EONR,EON RESOURCES INC,2024,19.419,10.33,-9.08,102.705,1311
SOC,SABLE OFFSHORE CORP,2024,0.0,0.0,-629.067,1583.172,1311
VGAS,VERDE CLEAN FUELS INC,2024,0.0,0.0,-3.334,23.572,2911
TPET,TRIO PETROLEUM CORP,2024,0.213,6.427,-9.627,11.684,1311
ANNA,ALEANNA INC,2024,1.42,1.043,-12.343,83.087,1311
NUAI,NEW ERA ENERGY & DIGITAL INC,2024,0.533,1.18,-13.782,9.183,1311
CRGY,CRESCENT ENERGY CO,2024,2930.919,1439.597,-114.605,9160.649,1311
CEG,CONSTELLATION ENE CORP,2024,23568.0,18073.0,3749.0,52926.0,4911
TXO,TXO ENERGY PARTNERS LP,2024,282.81,210.737,23.496,1030.841,1311
BKV,BKV CORP,2024,570.378,413.776,-142.87,2231.088,1311
VTS,VITESSE ENERGY INC,2024,241.998,77.209,21.06,810.893,1311
MNR,MACH NATURAL RESOURCES LP,2024,969.628,366.831,185.179,2338.214,1311
VG,VENTURE GLOBAL INC,2024,4972.0,1940.0,1475.0,43491.0,1311
INR,INFINITY NATURAL RSOURCS INC,2024,259.022,78.515,49.286,915.466,1311
SKYQ,SKY QUARRY INC,2024,23.364,23.201,-14.729,26.947,2911
E,ENI SPA,2024,94385.309,80779.231,2716.66,152127.798,1311
EPM,EVOLUTION PETROLEUM CORP,2024,85.877,48.273,4.08,162.877,1311
SQZZF,SERICA ENERGY PLC,2024,727.178,316.731,92.429,1464.753,1311
ELPC,COPEL-CIA PARANAENSE ENERGIA,2024,3662.254,2813.664,379.295,9277.958,4911
EDPFY,EDP SA,2024,15494.242,11465.789,829.265,58423.535,4911
DTE1,DETROIT EDISON CO,2024,6277.0,3385.0,1072.0,35221.0,4911
AMEN,AMEN PROPERTIES INC,2024,4.082,1.665,2.14,6.19,1311
UNS1,TUCSON ELECTRIC POWER CO,2024,1804.772,1151.798,288.992,7521.523,4911
MWH,SOLV ENERGY INC,2024,1847.803,1691.287,9.922,1478.031,4911
SSLZY,SANTOS LTD,2024,5518.0,1803.0,1224.0,29633.0,1311
WDS,WOODSIDE ENERGY GROUP LTD,2024,13179.0,3400.0,3573.0,61264.0,1311
RWEOY,RWE AKTIENGESELLSCHAFT,2024,25640.552,22732.359,5316.33,101916.172,4911
SSEZY,SSE PLC,2024,13090.415,9746.719,1536.705,39229.771,4911
FECCF,FRONTERA ENERGY CORP,2024,1113.787,650.233,-24.162,2900.877,1311
CWVLF,CROWN POINT ENERGY INC,2024,30.261,28.942,-9.146,218.189,1311
MRNFF,MEREN ENERGY INC,2024,0.0,0.0,-279.1,615.2,1311
XLEFF,XXL ENERGY CORP,2024,1.623,0.868,-6.124,8.324,1311
SNUYF,SERINUS ENERGY PLC,2024,13.522,10.201,-9.713,64.329,1311
CNNEQ,CANACOL ENERGY LTD,2024,375.916,60.987,-32.732,1215.777,1311
FE1,OHIO EDISON CO,2024,1472.0,1146.0,101.0,3519.0,4911
FOLGF,FALCON OIL & GAS LTD,2024,0.0,0.0,-2.958,62.241,1311
STMGF,STAMPER OIL & GAS CORP,2024,0.0,0.0,-0.579,0.878,1311
EAS2,NEW YORK ST ELEC & GAS CORP,2024,2373.591,1812.237,244.062,9881.97,4911
EPD,ENTERPRISE PRODCT PARTNRS LP,2024,56219.0,46851.0,5901.0,77168.0,1311
POM4,DELMARVA POWER & LIGHT CO,2024,1787.0,1216.0,209.0,6421.0,4911
NST1,NSTAR ELECTRIC CO,2024,3720.877,2454.86,636.353,18075.248,4911
OGE1,OKLAHOMA GAS & ELECTRIC CO,2024,2985.3,1700.2,469.9,13581.3,4911
AEE1,UNION ELECTRIC CO,2024,3993.0,2553.0,562.0,23106.0,4911
CGXEF,CGX ENERGY INC,2024,0.053,2.26,-2.582,79.304,1311
CNX,CNX RESOURCES CORP,2024,1268.1,775.598,-90.494,8511.903,1311
9840B,OLD DOMINION ELECTRIC COOP,2024,1111.872,990.454,11.772,2165.042,4911
PTCCY,PETROCHINA COMPANY LIMITED,2024,402505.865,326693.71,22561.846,377129.199,2911
NRG,NRG ENERGY INC,2024,28130.0,24273.0,1125.0,24022.0,4911
SPOWF,STRATA PWR CORP,2024,0.135,0.0,0.011,0.166,1311
BEP,BROOKFIELD RENEWABLE PRTS LP,2024,5876.0,2784.0,-218.0,94809.0,4911
NOG,NORTHERN OIL & GAS INC,2024,2225.728,596.533,520.308,5603.822,1311
CUPUF,CARIBBEAN UTILITIES COMPANY,2024,293.682,207.789,42.687,850.962,4911
CEG1,BALTIMORE GAS & ELECTRIC CO,2024,4426.0,3032.0,527.0,15542.0,4911
PGN2,DUKE ENERGY PROGRESS INC,2024,7017.0,3980.0,1164.0,39493.0,4911
CNL1,CLECO POWER LLC,2024,1154.902,658.137,138.918,5388.769,4911
IDA1,IDAHO POWER CO,2024,1822.965,1271.372,280.605,8966.968,4911
SRP2,NEVADA POWER CO,2024,2873.0,1977.0,349.0,11078.0,4911
PPL2,PPL ELECTRIC UTILITIES CORP,2024,2876.0,1557.0,574.0,15475.0,4911
EAS3,CENTRAL MAINE POWER CO,2024,1274.872,890.727,178.01,6352.51,4911
AGIG,ABUNDIA GLOBAL IMPACT GRP IN,2024,0.56,1.024,-8.216,4.402,1311
LODE,COMSTOCK INC,2024,3.016,0.452,-53.321,91.31,2911
POM3,POTOMAC ELECTRIC POWER CO,2024,3039.0,2013.0,390.0,12000.0,4911
CNP6,CENTERPOINT ENRG HOUSTON ELE,2024,3939.0,2222.0,546.0,19712.0,4911
TXU3,ONCOR ELECTRIC DELIVERY CO,2024,6082.0,3258.0,968.0,40451.0,4911
GXP1,KANSAS CITY POWER & LIGHT CO,2024,1893.7,981.9,324.5,9976.7,4911
SO6,SOUTHERN POWER CO,2024,2014.0,1214.0,328.0,12653.0,4911
VST,VISTRA CORP,2024,17224.0,11164.0,2659.0,37770.0,4911
WTI,W&T OFFSHORE INC,2024,525.261,309.665,-87.145,1098.93,1311
ORA,ORMAT TECHNOLOGIES INC,2024,879.654,429.345,123.733,5666.224,4911
ZNOG,ZION OIL & GAS INC,2024,0.0,0.0,-7.343,31.794,1311
GTE,GRAN TIERRA ENERGY INC,2024,621.849,220.795,3.216,1654.787,1311
CTARF,CENTAURUS ENERGY INC,2024,0.006,0.0,0.209,12.078,1311
ASRE,ASTRA ENERGY INC,2024,0.0,0.0,-3.487,12.033,4911
CLMT,CALUMET INC,2024,4189.4,3809.6,-222.0,2758.2,2911
